Name,Team,Position,Cost,Creativity,Influence,Threat,ICT,Goals_conceded,Goals_scored,Assists,Own_goals,Penalties_missed,Penalties_saved,Saves,Yellow_cards,Red_cards,TSB,Minutes,Bonus,Points
Knockaert,BHA,MID,55,235.5,192.8,181.0,61.0,16,1,3,0,0,0,0,3,0,1.0,803,1,33
Kolasinac,ARS,DEF,49,26.6,13.8,8.0,4.7,2,0,0,0,0,0,0,0,0,0.3,155,0,4
Kompany,MCI,DEF,52,22.0,80.0,8.0,11.1,2,0,0,0,0,0,0,2,0,1.3,294,0,11
Kongolo,HUD,DEF,43,44.2,122.2,12.0,17.9,15,0,0,1,0,0,0,2,0,0.1,728,0,16
Koscielny,ARS,DEF,54,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
Kouyate,CRY,MID,47,58.1,87.0,62.0,20.5,10,0,1,0,0,0,0,2,0,0.3,553,0,19
Kovacic,CHE,MID,59,192.3,113.8,178.0,48.5,2,0,1,0,0,0,0,1,0,0.8,577,1,24
Lacazette,ARS,FWD,97,184.1,284.6,458.0,92.3,11,5,4,0,0,0,0,1,0,12.4,895,8,60
Lallana,LIV,MID,69,29.0,17.6,46.0,9.2,0,0,0,0,0,0,0,1,0,0.7,131,0,6
Lamela,TOT,MID,65,120.1,183.8,232.0,53.4,4,4,1,0,0,0,0,0,0,1.5,424,4,41
Lanzini,WHU,MID,64,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
Laporte,MCI,DEF,60,59.9,241.4,123.0,42.5,5,1,0,0,0,0,0,1,0,14.2,1080,1,58
Lascelles,NEW,DEF,47,14.1,211.4,60.0,28.7,10,0,0,0,0,0,0,0,0,3.5,810,5,31
Le Marchand,FUL,DEF,42,21.1,185.2,40.0,24.8,22,0,0,0,0,0,0,1,0,0.2,779,1,8
Lejeune,NEW,DEF,44,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
Lemina,SOU,MID,49,109.4,183.2,137.0,43.0,21,0,1,0,0,0,0,4,0,0.2,1055,0,27
Lennon,BUR,MID,50,86.4,124.2,104.0,31.3,17,1,1,0,0,0,0,1,0,1.0,952,2,34
Leno,ARS,GKP,48,0.0,128.0,0.0,12.8,6,0,0,0,0,0,16,0,0,1.7,495,1,15
Lerma,BOU,MID,45,46.0,176.8,82.0,30.5,11,1,1,0,0,0,0,4,0,0.5,749,3,28
Lewis Cook,BOU,MID,48,43.0,57.8,34.0,13.6,6,0,0,0,0,0,0,1,0,0.2,522,0,18
Lichtsteiner,ARS,DEF,46,18.7,13.4,3.0,3.5,3,0,0,0,0,0,0,1,0,0.9,160,0,3
Lindegaard,BUR,GKP,44,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
Lindelof,MUN,DEF,48,4.9,172.0,9.0,18.7,16,0,0,1,0,0,0,0,0,1.1,898,0,18
Lingard,MUN,MID,67,96.4,35.6,122.0,25.5,7,0,0,0,0,0,0,0,0,2.0,423,0,13
Llorente,TOT,FWD,56,1.9,0.0,6.0,0.6,0,0,0,0,0,0,0,0,0,0.2,13,0,2
Lloris,TOT,GKP,54,0.0,239.4,0.0,24.0,5,0,0,0,0,0,30,0,0,4.2,720,5,42
Locadia,BHA,FWD,53,37.6,9.0,82.0,12.5,3,0,0,0,0,0,0,1,0,0.1,207,0,9
Loftus-Cheek,CHE,MID,52,28.3,47.6,47.0,12.3,0,1,0,0,0,0,0,0,0,0.5,93,0,10
Long,BUR,DEF,42,0.1,50.6,2.0,5.3,1,0,0,0,0,0,0,0,0,0.4,153,0,8
Long,SOU,FWD,48,69.8,45.6,155.0,27.2,12,0,0,0,0,0,0,0,0,1.1,457,0,14
Longstaff,NEW,MID,45,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
Lookman,EVE,MID,51,21.0,31.8,11.0,6.5,0,0,1,0,0,0,0,0,0,0.1,130,0,9
Lovren,LIV,DEF,49,5.3,75.6,6.0,8.7,1,0,0,0,0,0,0,0,0,2.1,270,6,20
Lowton,BUR,DEF,47,68.8,162.2,27.0,25.9,22,0,0,0,0,0,0,4,0,0.3,900,0,19
Lucas,WHU,FWD,62,31.0,10.4,16.0,5.7,2,0,0,0,0,0,0,0,0,0.1,85,0,4
Lucas Moura,TOT,MID,72,231.8,251.2,300.0,78.4,9,4,1,0,0,0,0,2,0,12.8,1002,5,56
Lukaku,MUN,FWD,107,145.3,181.6,377.0,70.4,18,4,1,0,0,0,0,1,0,4.5,801,5,42
Lossl,HUD,GKP,44,20.0,207.0,0.0,22.6,13,0,0,0,0,0,22,0,0,1.5,887,2,31
Lowe,HUD,DEF,44,190.3,178.8,50.0,41.9,20,0,2,0,0,0,0,0,0,0.1,919,6,30
Maddison,LEI,MID,68,405.8,261.6,218.0,88.6,15,3,2,0,0,0,0,0,0,6.1,884,3,49
Madine,CAR,FWD,44,1.5,2.0,8.0,1.0,3,0,0,0,0,0,0,0,0,1.1,32,0,5
Maguire,LEI,DEF,55,35.5,307.2,235.0,57.8,16,2,1,0,0,0,0,3,0,11.0,926,6,41
Mahrez,MCI,MID,86,197.4,213.6,302.0,71.3,2,4,1,0,1,0,0,0,0,3.5,560,6,46
Maitland-Niles,ARS,MID,44,10.3,10.8,0.0,2.1,1,0,0,0,0,0,0,0,0,0.3,34,0,1
Malone,HUD,DEF,40,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1.6,0,0,0
Manquillo,NEW,DEF,44,2.1,23.8,0.0,2.6,3,0,0,0,0,0,0,1,0,0.1,145,0,2
Mane,LIV,MID,99,183.7,292.4,386.0,86.2,5,6,0,0,0,0,0,1,0,34.6,970,11,68
March,BHA,MID,50,190.9,139.6,109.0,44.1,15,0,3,0,0,0,0,0,0,0.3,900,1,36
Mariappa,WAT,DEF,42,11.4,71.8,28.0,11.1,2,0,0,0,0,0,0,0,0,0.3,396,0,18
Martial,MUN,MID,76,170.4,260.6,279.0,70.9,13,6,1,0,0,0,0,1,0,12.9,618,11,58
Martina,EVE,DEF,45,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
Martinez,ARS,GKP,40,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.2,0,0,0
Masina,WAT,DEF,43,23.2,59.0,2.0,8.4,0,0,1,0,0,0,0,1,0,0.1,186,1,16
Masuaku,WHU,MID,44,55.0,181.6,14.0,25.1,13,0,0,0,0,0,0,1,0,1.7,720,0,16
Mata,MUN,MID,62,128.3,86.0,87.0,30.2,9,1,1,0,0,0,0,1,0,1.2,482,2,23
Matic,MUN,MID,50,92.3,118.0,84.0,29.4,15,0,0,0,0,0,0,2,1,0.6,780,0,14
Matip,LIV,DEF,49,5.1,57.4,17.0,7.9,1,1,0,0,0,0,0,0,0,0.2,94,3,19
Mavropanos,ARS,DEF,47,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
Mawson,FUL,DEF,49,11.4,102.0,17.0,13.0,10,0,0,0,0,0,0,1,0,0.1,360,0,3
Mbemba,NEW,DEF,40,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
Mbenza,HUD,MID,59,18.0,19.4,62.0,9.7,3,0,0,0,0,0,0,1,0,0.0,193,0,8
McArthur,CRY,MID,47,153.1,127.0,98.0,37.7,16,0,1,0,0,0,0,2,0,0.8,974,0,28
McCarthy,EVE,MID,44,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
McCarthy,SOU,GKP,45,0.0,297.8,0.0,29.9,21,0,0,0,0,0,40,1,0,3.5,1080,5,45
McDonald,FUL,MID,43,65.6,65.8,15.0,14.7,20,0,0,0,0,0,0,2,1,0.3,614,0,10
McNeil,BUR,MID,45,38.6,12.8,11.0,6.2,2,0,0,0,0,0,0,1,0,0.0,79,0,1
McQueen,SOU,DEF,40,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.6,0,0,0
McTominay,MUN,MID,43,4.0,23.0,13.0,4.0,6,0,0,0,0,0,0,0,0,0.7,155,0,5
Medley,ARS,DEF,40,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
Mee,BUR,DEF,48,26.0,319.6,53.0,39.8,25,0,1,0,0,0,0,1,0,2.3,1080,2,30
Mendez-Laing,CAR,MID,48,1.4,8.0,34.0,4.4,1,0,0,0,0,0,0,0,0,0.0,83,0,4
Mendy,MCI,DEF,63,213.3,231.2,63.0,50.6,5,0,6,0,0,0,0,1,0,13.5,810,6,57
Mendy,LEI,MID,45,41.4,101.4,20.0,16.4,13,0,1,0,0,0,0,1,0,1.2,900,0,26
Merino,NEW,MID,50,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
Meyer,CRY,MID,56,70.1,60.6,123.0,25.1,7,0,1,0,0,0,0,1,0,0.2,338,0,14
Mignolet,LIV,GKP,48,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
Milivojevic,CRY,MID,60,236.8,294.6,142.0,67.3,17,2,0,0,1,0,0,2,0,2.6,1080,3,36
Milner,LIV,MID,56,277.1,258.2,116.0,65.4,5,2,2,0,0,0,0,2,0,4.9,778,6,44
Mina,EVE,DEF,54,0.3,8.6,0.0,0.9,0,0,0,0,0,0,0,1,0,0.6,91,0,6
Mings,BOU,DEF,43,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
Mir,WOL,FWD,45,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
Mirallas,EVE,MID,55,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
Miranda,WOL,DEF,40,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
Mitrovic,FUL,FWD,66,121.7,252.0,512.0,88.7,31,5,2,0,0,0,0,4,0,16.8,1080,5,51
Mkhitaryan,ARS,MID,67,127.1,136.4,194.0,45.8,10,2,1,0,0,0,0,0,0,5.3,523,4,32
Monreal,ARS,DEF,55,75.1,149.2,161.0,38.5,8,1,1,0,0,0,0,1,0,1.1,630,2,30
Montoya,BHA,DEF,43,84.4,123.6,23.0,23.1,13,0,0,0,0,0,0,1,0,0.1,630,0,7
Mooy,HUD,MID,51,284.8,167.4,145.0,59.8,16,0,0,0,0,0,0,1,0,1.4,990,0,23
Morata,CHE,FWD,87,97.8,202.6,433.0,73.2,6,5,0,0,0,0,0,2,0,3.0,691,3,40
Moreno,LIV,DEF,42,39.3,16.6,5.0,6.1,1,0,0,0,0,0,0,0,0,0.3,90,0,2
Morgan,LEI,DEF,45,13.6,133.2,52.0,19.9,11,0,0,0,0,0,0,1,2,0.8,670,2,18
Morrison,CAR,DEF,47,117.0,239.8,153.0,51.0,25,0,2,0,0,0,0,1,0,0.3,1059,0,27
Moses,CHE,DEF,56,12.7,1.2,6.0,2.0,1,0,0,0,0,0,0,0,0,1.6,26,0,2
Mounie,HUD,FWD,58,122.7,71.0,288.0,47.4,12,0,1,0,0,0,0,0,0,0.2,658,0,20
Mousset,BOU,FWD,49,0.9,0.4,2.0,0.3,3,0,0,0,0,0,0,0,0,0.2,17,0,4
Moutinho,WOL,MID,54,381.9,261.4,41.0,68.5,13,1,1,0,0,0,0,1,0,3.1,1034,4,39
Muric,MCI,GKP,45,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
Murphy,NEW,MID,48,15.7,25.0,22.0,6.3,6,0,0,0,0,0,0,0,0,0.0,216,0,9
Murphy,CAR,MID,48,87.0,109.6,237.0,42.7,11,2,0,0,0,0,0,0,0,0.6,698,1,31
Murray,BHA,FWD,67,84.6,218.2,288.0,58.3,14,6,0,0,0,0,0,2,0,5.6,904,7,51
Mustafi,ARS,DEF,54,36.7,339.2,107.0,48.4,15,1,0,0,0,0,0,2,0,1.4,1080,1,33
Muto,NEW,FWD,57,44.2,51.8,115.0,20.6,5,1,0,0,0,0,0,0,0,0.1,360,0,17
Navarro,WAT,DEF,43,5.3,15.0,2.0,2.2,2,0,0,0,0,0,0,0,0,0.1,83,0,1
Ndidi,LEI,MID,49,154.6,239.0,133.0,52.7,16,1,0,0,0,0,0,2,0,1.1,1080,3,34
Nelson,ARS,MID,44,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.5,0,0,0
Neves,WOL,MID,50,196.8,272.4,164.0,63.3,13,2,1,0,0,0,0,3,0,17.7,1080,2,40
Niasse,EVE,FWD,51,13.1,2.8,16.0,2.9,0,0,0,0,0,0,0,0,0,0.3,48,0,4
Nketiah,ARS,FWD,50,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
Nkoudou,TOT,MID,48,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
Noble,WHU,MID,49,106.2,95.4,41.0,24.2,11,0,2,0,0,0,0,2,1,0.3,600,0,17
Norris,WOL,GKP,40,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2.2,0,0,0
Obafemi,SOU,FWD,50,14.8,4.2,0.0,1.9,1,0,0,0,0,0,0,0,0,0.0,18,0,2
Obiang,WHU,MID,44,44.3,66.8,77.0,18.7,6,0,1,0,0,0,0,0,0,1.1,478,1,17
Odoi,FUL,DEF,44,48.9,202.4,10.0,26.2,25,0,0,0,0,0,0,1,0,0.1,855,0,8
Ogbonna,WHU,DEF,42,14.1,47.8,10.0,7.0,7,0,0,0,0,0,0,1,0,0.4,190,0,2
Okaka,WAT,FWD,50,1.5,0.0,4.0,0.4,0,0,0,0,0,0,0,1,0,0.1,13,0,0
Okazaki,LEI,FWD,52,7.4,11.4,36.0,5.3,0,0,0,0,0,0,0,0,0,0.6,56,0,7
Origi,LIV,FWD,50,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
Oriol Romeu,SOU,MID,43,20.2,52.8,18.0,9.2,8,0,0,0,0,0,0,3,0,1.9,360,0,9
Otamendi,MCI,DEF,61,7.4,57.8,46.0,11.1,0,0,0,0,0,0,0,0,0,2.6,270,0,18
Oxford,WHU,DEF,43,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
Paterson,CAR,MID,52,140.4,154.4,307.0,60.3,14,3,1,0,0,0,0,1,0,1.0,695,3,39
Patricio,WOL,GKP,46,0.0,247.6,0.0,24.7,13,0,0,0,0,0,37,0,0,10.1,1080,4,48
Pedro,CHE,MID,63,153.5,207.8,218.0,57.5,4,4,1,0,0,0,0,0,0,4.1,503,4,44
Peltier,CAR,DEF,38,6.5,20.6,0.0,2.7,5,0,0,0,0,0,0,1,0,2.3,160,0,1
Pereira,LEI,DEF,50,120.7,216.2,133.0,46.9,14,1,3,0,0,0,0,2,0,5.7,873,6,49
Pereira,MUN,MID,46,7.6,30.4,16.0,5.4,5,0,0,0,0,0,0,2,0,0.2,156,0,3
Pereyra,WAT,MID,64,170.7,233.0,308.0,71.2,14,5,0,0,0,0,0,1,0,18.9,1035,8,59
Pickford,EVE,GKP,49,0.0,292.4,0.0,29.2,15,0,0,0,0,2,36,1,0,15.3,1080,7,55
Pilkington,CAR,MID,44,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
Pogba,MUN,MID,80,257.0,343.6,439.0,104.2,16,3,3,0,2,0,0,1,0,11.3,962,3,46
Pope,BUR,GKP,49,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.2,0,0,0
Powell,WHU,MID,45,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
Pritchard,HUD,MID,48,57.9,86.2,145.0,29.0,14,1,0,0,0,0,0,0,0,0.1,629,0,23
Prodl,WAT,DEF,42,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.1,13,0,1
Propper,BHA,MID,48,27.8,77.2,17.0,12.3,13,0,0,0,0,0,0,1,0,0.1,692,0,16
Pugh,BOU,MID,43,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.4,0,0,0
Puncheon,CRY,MID,43,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.7,2,0,1
Perez,NEW,FWD,61,184.2,158.6,200.0,54.2,13,1,1,0,0,0,0,0,0,1.2,869,3,32
Quaner,HUD,FWD,43,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,3.5,0,0,0
Quina,WAT,MID,44,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
Ralls,CAR,MID,47,138.6,114.8,73.0,32.4,18,0,0,0,0,0,0,1,1,0.1,750,0,15
Ramsey,ARS,MID,74,197.3,186.0,175.0,55.9,6,1,4,0,0,0,0,0,0,1.3,552,1,38
Rashford,MUN,FWD,67,83.1,120.0,133.0,33.4,6,2,1,0,0,0,0,1,1,4.8,474,1,22
Ream,FUL,DEF,43,3.2,57.2,0.0,6.1,12,0,0,0,0,0,0,0,0,0.1,323,0,2
Redmond,SOU,MID,53,259.3,140.0,231.0,62.9,20,0,0,0,0,0,0,0,0,0.3,1061,0,28
Reid,CAR,FWD,52,106.4,93.6,168.0,36.6,16,1,1,0,0,0,0,0,0,0.7,621,3,28
Reid,WHU,DEF,44,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
Rice,WHU,DEF,44,47.5,147.6,20.0,21.4,10,0,0,0,0,0,0,1,0,0.3,765,0,18
Richarlison,EVE,MID,70,110.0,285.4,352.0,74.3,11,6,1,0,0,0,0,1,1,29.3,835,8,59
Rico,BOU,DEF,42,61.1,46.0,16.0,12.3,6,0,0,0,0,0,0,0,0,0.0,225,0,2
Rico,FUL,GKP,44,0.0,62.0,0.0,6.1,6,0,0,0,0,0,9,0,0,0.2,270,0,5
Riedewald,CRY,DEF,44,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
Ritchie,NEW,MID,58,204.9,115.2,171.0,49.0,12,0,1,0,0,0,0,3,0,0.5,874,0,26
Robertson,LIV,DEF,65,204.6,230.8,116.0,55.3,4,0,3,0,0,0,0,0,0,33.1,990,12,71
Rojo,MUN,DEF,49,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
Romero,MUN,GKP,50,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
Rondon,NEW,FWD,57,17.3,101.6,175.0,29.0,3,2,1,0,0,0,0,1,0,1.1,410,3,24
Rose,TOT,DEF,58,72.6,81.4,44.0,19.7,3,0,2,0,0,0,0,2,0,0.8,439,2,28
Ruddy,WOL,GKP,43,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.3,0,0,0
Ryan,BHA,GKP,46,0.0,320.2,0.0,32.0,18,0,0,0,0,0,46,0,0,6.2,1080,7,48
Rudiger,CHE,DEF,60,81.2,243.0,185.0,51.1,8,1,1,0,0,0,0,2,0,5.0,1058,5,58
Sabiri,HUD,MID,43,0.5,4.2,2.0,0.7,3,0,0,0,0,0,0,0,0,0.1,45,0,1
Sakho,CRY,DEF,50,47.7,227.6,13.0,28.9,17,0,0,0,0,0,0,1,0,1.3,1080,5,33
Sako,CRY,MID,50,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
Salah,LIV,MID,130,335.6,361.4,747.0,144.6,5,6,4,0,0,0,0,0,0,36.2,1031,2,75
Sandro,EVE,FWD,54,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
Sane,MCI,MID,92,197.5,205.8,339.0,74.3,1,3,5,0,0,0,0,1,0,4.5,502,2,50
Saiss,WOL,DEF,42,0.0,13.0,0.0,1.3,0,0,0,0,0,0,0,0,0,0.1,16,0,2
Schelotto,BHA,DEF,39,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1.6,0,0,0
Schindler,HUD,DEF,43,23.9,226.0,54.0,30.4,22,1,1,0,0,0,0,2,0,2.1,1060,5,37
Schlupp,CRY,DEF,45,59.9,92.4,124.0,27.8,8,1,0,0,0,0,0,1,0,2.2,539,0,23
Schmeichel,LEI,GKP,50,0.0,242.6,4.0,24.6,16,0,0,0,0,0,29,1,0,5.1,1080,2,40
Schneiderlin,EVE,MID,43,54.8,55.4,2.0,11.2,5,0,1,0,0,0,0,1,0,1.5,248,0,10
Schofield,HUD,GKP,40,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
Schar,NEW,DEF,46,11.6,68.6,8.0,8.9,2,0,0,0,0,0,0,3,0,0.1,213,0,2
Schurrle,FUL,MID,59,186.3,225.2,298.0,70.6,27,4,0,0,0,0,0,2,0,4.9,943,0,41
Sema,WAT,MID,47,2.0,11.6,20.0,3.2,1,0,0,0,0,0,0,0,0,0.1,74,0,5
Seri,FUL,MID,53,383.7,249.6,33.0,66.8,25,1,2,0,0,0,0,0,0,2.5,922,6,38
Sessegnon,FUL,MID,60,142.6,166.4,182.0,49.3,28,1,1,0,0,0,0,0,0,2.5,917,1,31
Shaqiri,LIV,MID,70,120.4,137.4,112.0,37.0,2,2,4,0,0,0,0,0,0,2.8,305,0,34
Shaw,MUN,DEF,50,185.2,249.0,131.0,56.6,20,1,2,0,0,0,0,5,0,6.3,990,3,30
Shelvey,NEW,MID,53,254.9,152.4,104.0,51.2,8,0,1,0,0,0,0,0,0,0.5,680,0,21
Sigurdsson,EVE,MID,75,447.7,351.8,295.0,109.4,13,5,2,0,1,0,0,1,0,6.6,1002,7,61
Silva,LEI,MID,48,6.3,14.2,0.0,2.1,1,0,0,0,0,0,0,0,0,0.2,87,0,3
Simpson,BOU,DEF,39,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,4.3,0,0,0
Simpson,LEI,DEF,42,0.0,4.4,0.0,0.4,0,0,0,0,0,0,0,0,0,0.2,20,0,1
Sims,SOU,MID,45,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
Sinclair,WAT,FWD,45,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
Sissoko,TOT,MID,49,103.0,96.2,63.0,26.2,4,0,1,0,0,0,0,0,0,0.2,533,2,21
Skipp,TOT,MID,45,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
Smalling,MUN,DEF,57,15.1,208.4,87.0,31.1,17,1,0,0,0,0,0,1,0,1.8,900,3,27
Smith,HUD,DEF,44,4.3,17.4,2.0,2.4,6,0,0,0,0,0,0,0,0,0.1,90,0,-1
Smith-Rowe,ARS,MID,45,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
Smithies,CAR,GKP,43,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
Snodgrass,WHU,MID,53,226.0,98.0,105.0,42.6,11,0,0,0,0,0,0,5,0,0.1,649,0,13
Sobhi,HUD,MID,48,18.4,3.8,2.0,2.4,2,0,0,0,0,0,0,0,0,0.1,33,0,2
Sokratis,ARS,DEF,51,12.1,92.2,6.0,11.1,9,0,0,0,0,0,0,3,0,1.1,488,0,5
Solanke,LIV,FWD,47,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.3,0,0,0
Son,TOT,MID,83,70.8,53.2,106.0,22.9,0,0,1,0,0,0,0,0,0,1.4,324,0,16
Souare,CRY,DEF,43,0.1,1.0,0.0,0.1,0,0,0,0,0,0,0,0,0,0.1,1,0,1
Speroni,CRY,GKP,40,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,9.9,0,0,0
Stanislas,BOU,MID,60,78.1,72.2,65.0,21.5,3,1,1,0,0,0,0,1,0,0.1,177,3,17
Stankovic,HUD,DEF,39,0.3,49.6,34.0,8.4,6,1,0,0,0,0,0,0,0,3.6,90,0,5
Steele,BHA,GKP,40,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1.4,0,0,0
Stekelenburg,EVE,GKP,40,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,3.8,0,0,0
Stephens,BHA,MID,44,33.9,127.0,11.0,17.2,14,0,0,0,0,0,0,3,1,4.3,773,0,14
Stephens,SOU,DEF,43,44.3,92.8,77.0,21.4,8,0,0,0,0,0,0,1,0,0.2,450,1,18
Sterling,MCI,MID,112,341.7,384.6,559.0,128.7,4,6,5,0,0,0,0,1,0,10.1,858,9,79
Sterry,NEW,DEF,40,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
Steve Cook,BOU,DEF,46,24.7,342.0,114.0,48.1,16,1,1,0,0,0,0,1,0,8.6,1080,3,44
Steven Sessegnon,FUL,DEF,40,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
Stones,MCI,DEF,53,51.1,150.4,14.0,21.6,4,0,0,0,0,0,0,0,0,7.0,713,5,38
Sturridge,LIV,FWD,58,42.3,81.0,101.0,22.3,1,2,0,0,0,0,0,1,0,1.1,133,2,17
Success,WAT,FWD,46,144.3,82.2,190.0,41.6,4,1,0,0,0,0,0,1,0,3.7,433,0,19
Surman,BOU,MID,47,55.7,47.4,15.0,11.8,8,0,0,0,0,0,0,1,0,0.2,358,0,10
Suttner,BHA,DEF,38,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,4.9,0,0,0
Sanchez,MUN,MID,100,184.3,136.8,219.0,54.0,7,1,3,0,0,0,0,2,0,1.4,452,1,28
Sanchez,TOT,DEF,58,14.4,162.6,63.0,24.0,5,0,2,0,0,0,0,1,0,1.8,613,4,35
Soyuncu,LEI,DEF,49,1.1,3.2,0.0,0.4,1,0,0,0,0,0,0,1,0,0.0,80,0,2
Sorloth,CRY,FWD,48,25.2,13.6,43.0,7.8,3,0,0,0,0,0,0,0,0,0.2,127,0,9
Targett,SOU,DEF,42,50.6,31.4,4.0,8.6,3,0,1,0,0,0,0,0,0,0.1,71,0,4
Tarkowski,BUR,DEF,48,15.9,371.8,94.0,48.3,24,2,0,0,0,0,0,3,0,4.8,926,1,29
Taylor,BUR,DEF,44,89.7,198.2,13.0,30.2,21,0,0,0,0,0,0,1,0,0.3,900,1,22
Tomkins,CRY,DEF,43,24.4,160.2,61.0,24.7,12,0,0,0,0,0,0,3,0,2.9,869,0,23
Torreira,ARS,MID,49,60.8,152.2,31.0,24.5,8,0,2,0,0,0,0,2,0,1.7,794,1,26
Tosun,EVE,FWD,66,85.2,128.4,202.0,41.1,9,2,2,0,0,0,0,1,0,1.9,502,0,28
Townsend,CRY,MID,57,271.9,194.8,219.0,68.7,15,1,0,0,0,0,0,1,0,1.0,1046,0,31
Traore,WOL,MID,53,127.1,118.8,118.0,36.4,2,1,0,0,0,0,0,1,0,0.4,269,2,18
Trippier,TOT,DEF,62,324.6,269.6,53.0,64.7,9,1,4,0,0,0,0,1,0,27.3,908,8,59
Valencia,MUN,DEF,64,96.1,52.0,3.0,15.1,5,0,0,0,0,0,0,2,0,0.7,360,1,10
Vardy,LEI,FWD,90,97.2,144.6,333.0,57.3,11,3,1,0,0,0,0,0,1,4.6,743,5,35
Vertonghen,TOT,DEF,59,33.1,193.4,55.0,28.1,7,1,0,0,0,0,0,0,0,4.4,585,3,24
Vestergaard,SOU,DEF,47,20.1,132.2,27.0,17.9,9,0,0,0,0,0,0,1,0,0.3,540,0,15
Vietto,FUL,FWD,55,188.6,122.0,117.0,42.7,15,0,4,0,0,0,0,1,0,0.7,550,3,30
